"season","daynum","wteam","wscore","lteam","lscore","wloc","numot","id"
"K",108,733,80,621,73,"A",0,"K_621_733"
"K",108,752,76,682,52,"H",0,"K_682_752"
"K",108,754,81,817,70,"A",0,"K_754_817"
"K",108,761,42,812,40,"H",0,"K_761_812"
"K",108,768,66,800,52,"A",0,"K_768_800"
"K",108,774,89,834,82,"A",0,"K_774_834"
"K",108,776,69,777,46,"H",0,"K_776_777"
"K",108,783,82,512,69,"H",0,"K_512_783"
"K",108,792,74,797,72,"H",0,"K_792_797"
"K",108,811,76,703,69,"A",0,"K_703_811"
"K",108,820,74,819,71,"A",0,"K_819_820"
"K",108,826,70,548,64,"H",0,"K_548_826"
"K",108,835,74,513,73,"A",0,"K_513_835"
"K",108,840,75,725,72,"A",0,"K_725_840"
"K",109,531,79,612,66,"A",0,"K_531_612"
"K",109,549,66,737,64,"H",0,"K_549_737"
"K",109,558,59,728,57,"H",0,"K_558_728"
"K",109,567,72,854,64,"H",0,"K_567_854"
"K",109,653,77,614,71,"H",0,"K_614_653"
"K",109,667,93,633,90,"A",1,"K_633_667"
"K",109,699,88,503,61,"H",0,"K_503_699"
"K",109,736,76,561,68,"A",2,"K_561_736"
"K",109,784,81,710,77,"A",1,"K_710_784"
"K",109,825,70,507,67,"H",0,"K_507_825"
"K",110,502,52,821,51,"A",0,"K_502_821"
"K",110,504,92,790,79,"H",0,"K_504_790"
"K",110,506,71,508,69,"H",0,"K_506_508"
"K",110,512,65,539,64,"A",2,"K_512_539"
"K",110,514,67,734,54,"H",0,"K_514_734"
"K",110,515,85,592,81,"H",1,"K_515_592"
"K",110,519,92,516,71,"H",0,"K_516_519"
"K",110,522,103,540,99,"A",1,"K_522_540"
"K",110,523,72,619,57,"A",0,"K_523_619"
"K",110,526,82,565,71,"H",0,"K_526_565"
"K",110,530,77,792,62,"H",0,"K_530_792"
"K",110,536,74,852,68,"A",0,"K_536_852"
"K",110,537,87,682,76,"H",0,"K_537_682"
"K",110,541,75,855,68,"H",0,"K_541_855"
"K",110,544,73,750,56,"H",0,"K_544_750"
"K",110,545,59,832,48,"H",0,"K_545_832"
"K",110,546,81,596,75,"A",0,"K_546_596"
"K",110,548,87,834,73,"A",0,"K_548_834"
"K",110,552,52,570,40,"H",0,"K_552_570"
"K",110,553,69,525,59,"H",0,"K_525_553"
"K",110,554,83,605,75,"H",0,"K_554_605"
"K",110,555,63,692,60,"H",0,"K_555_692"
"K",110,558,65,736,64,"H",0,"K_558_736"
"K",110,559,81,843,75,"A",0,"K_559_843"
"K",110,560,65,693,64,"H",1,"K_560_693"
"K",110,562,67,597,62,"H",0,"K_562_597"
"K",110,564,89,582,63,"H",0,"K_564_582"
"K",110,567,58,531,46,"H",0,"K_531_567"
"K",110,568,77,598,59,"H",0,"K_568_598"
"K",110,571,88,610,77,"H",0,"K_571_610"
"K",110,572,79,711,73,"H",0,"K_572_711"
"K",110,573,52,778,48,"A",0,"K_573_778"
"K",110,574,65,798,63,"H",0,"K_574_798"
"K",110,576,56,828,42,"H",0,"K_576_828"
"K",110,581,65,579,50,"A",0,"K_579_581"
"K",110,583,63,661,59,"H",0,"K_583_661"
"K",110,588,68,844,64,"A",0,"K_588_844"
"K",110,590,81,638,62,"H",0,"K_590_638"
"K",110,593,83,665,72,"A",0,"K_593_665"
"K",110,594,71,800,68,"H",0,"K_594_800"
"K",110,595,76,830,62,"H",0,"K_595_830"
"K",110,599,64,743,51,"A",0,"K_599_743"
"K",110,601,71,646,66,"H",0,"K_601_646"
"K",110,602,70,846,67,"A",0,"K_602_846"
"K",110,607,79,652,70,"A",0,"K_607_652"
"K",110,608,87,632,81,"H",0,"K_608_632"
"K",110,611,52,524,46,"A",0,"K_524_611"
"K",110,613,67,758,57,"H",0,"K_613_758"
"K",110,615,76,766,62,"H",0,"K_615_766"
"K",110,616,69,509,62,"A",0,"K_509_616"
"K",110,617,73,802,46,"H",0,"K_617_802"
"K",110,626,59,836,57,"A",0,"K_626_836"
"K",110,627,93,534,75,"H",0,"K_534_627"
"K",110,634,79,703,74,"H",0,"K_634_703"
"K",110,636,79,676,46,"H",0,"K_636_676"
"K",110,637,72,556,60,"H",0,"K_556_637"
"K",110,639,80,535,76,"H",1,"K_535_639"
"K",110,640,79,769,66,"A",0,"K_640_769"
"K",110,641,74,569,71,"H",0,"K_569_641"
"K",110,647,108,658,94,"A",0,"K_647_658"
"K",110,648,72,777,60,"H",0,"K_648_777"
"K",110,649,77,635,73,"H",0,"K_635_649"
"K",110,650,54,749,51,"A",0,"K_650_749"
"K",110,654,73,589,70,"H",0,"K_589_654"
"K",110,655,65,518,61,"A",0,"K_518_655"
"K",110,660,84,731,82,"H",0,"K_660_731"
"K",110,662,87,606,84,"H",1,"K_606_662"
"K",110,664,76,751,64,"H",0,"K_664_751"
"K",110,666,105,801,65,"A",0,"K_666_801"
"K",110,669,51,624,49,"H",0,"K_624_669"
"K",110,671,90,670,71,"H",0,"K_670_671"
"K",110,672,68,513,58,"A",0,"K_513_672"
"K",110,673,74,628,61,"H",0,"K_628_673"
"K",110,675,84,674,55,"H",0,"K_674_675"
"K",110,677,98,774,83,"H",0,"K_677_774"
"K",110,678,72,845,63,"A",0,"K_678_845"
"K",110,680,88,724,74,"H",0,"K_680_724"
"K",110,681,79,620,69,"H",0,"K_620_681"
"K",110,685,69,804,62,"H",0,"K_685_804"
"K",110,686,75,679,69,"H",0,"K_679_686"
"K",110,687,72,622,68,"H",0,"K_622_687"
"K",110,695,70,831,64,"A",0,"K_695_831"
"K",110,702,79,727,69,"A",1,"K_702_727"
"K",110,712,92,744,79,"H",0,"K_712_744"
"K",110,714,65,533,61,"H",2,"K_533_714"
"K",110,717,102,764,91,"A",0,"K_717_764"
"K",110,718,86,543,76,"A",0,"K_543_718"
"K",110,719,64,752,52,"H",0,"K_719_752"
"K",110,720,61,715,52,"H",0,"K_715_720"
"K",110,721,83,629,82,"H",0,"K_629_721"
"K",110,723,84,659,71,"H",0,"K_659_723"
"K",110,725,67,841,37,"H",0,"K_725_841"
"K",110,728,67,561,56,"A",0,"K_561_728"
"K",110,729,69,738,61,"A",0,"K_729_738"
"K",110,732,81,730,76,"A",0,"K_730_732"
"K",110,733,77,842,66,"A",0,"K_733_842"
"K",110,740,69,645,54,"H",0,"K_645_740"
"K",110,746,65,771,51,"A",0,"K_746_771"
"K",110,747,60,683,51,"A",0,"K_683_747"
"K",110,748,67,689,65,"H",0,"K_689_748"
"K",110,754,83,788,71,"H",0,"K_754_788"
"K",110,757,76,756,72,"A",0,"K_756_757"
"K",110,767,77,809,55,"H",0,"K_767_809"
"K",110,773,84,505,80,"A",0,"K_505_773"
"K",110,776,70,745,69,"H",1,"K_745_776"
"K",110,779,57,741,55,"A",0,"K_741_779"
"K",110,780,56,789,51,"H",0,"K_780_789"
"K",110,781,89,538,85,"H",0,"K_538_781"
"K",110,782,80,815,76,"H",1,"K_782_815"
"K",110,786,79,651,66,"H",0,"K_651_786"
"K",110,791,70,520,69,"A",0,"K_520_791"
"K",110,794,64,521,60,"A",0,"K_521_794"
"K",110,795,85,820,68,"H",0,"K_795_820"
"K",110,796,70,698,64,"A",0,"K_698_796"
"K",110,797,69,587,62,"A",0,"K_587_797"
"K",110,805,87,772,50,"A",0,"K_772_805"
"K",110,807,70,575,67,"H",0,"K_575_807"
"K",110,808,69,762,61,"H",0,"K_762_808"
"K",110,811,66,765,63,"H",0,"K_765_811"
"K",110,812,74,705,59,"A",0,"K_705_812"
"K",110,814,83,580,77,"A",0,"K_580_814"
"K",110,817,80,557,72,"A",0,"K_557_817"
"K",110,819,75,643,73,"H",0,"K_643_819"
"K",110,822,66,716,63,"H",0,"K_716_822"
"K",110,824,58,742,47,"H",0,"K_742_824"
"K",110,826,88,704,82,"H",0,"K_704_826"
"K",110,827,72,604,55,"A",0,"K_604_827"
"K",110,833,85,585,78,"H",1,"K_585_833"
"K",110,835,79,713,58,"H",0,"K_713_835"
"K",110,838,64,739,60,"A",0,"K_739_838"
"K",110,840,96,726,63,"A",0,"K_726_840"
"K",110,848,98,690,97,"H",2,"K_690_848"
"K",110,850,78,600,62,"H",0,"K_600_850"
"K",110,851,70,529,51,"A",0,"K_529_851"
"K",110,853,91,578,70,"H",0,"K_578_853"
"K",110,854,77,612,66,"A",0,"K_612_854"
"K",111,511,76,783,72,"A",0,"K_511_783"
"K",111,528,73,785,68,"H",0,"K_528_785"
"K",111,577,92,668,71,"H",0,"K_577_668"
"K",111,623,70,625,58,"H",0,"K_623_625"
"K",111,644,82,642,64,"H",0,"K_642_644"
"K",111,657,59,700,56,"H",1,"K_657_700"
"K",111,663,72,775,64,"A",0,"K_663_775"
"K",111,667,77,710,71,"A",0,"K_667_710"
"K",111,708,83,839,72,"A",0,"K_708_839"
"K",111,722,81,793,60,"H",0,"K_722_793"
"K",111,784,81,633,66,"A",0,"K_633_784"
"K",111,818,71,810,68,"H",0,"K_810_818"
"K",111,829,75,603,65,"H",0,"K_603_829"
"K",112,505,84,508,74,"H",0,"K_505_508"
"K",112,506,63,773,59,"H",0,"K_506_773"
"K",112,507,76,828,64,"H",0,"K_507_828"
"K",112,523,69,665,66,"A",0,"K_523_665"
"K",112,524,66,813,63,"H",0,"K_524_813"
"K",112,525,62,545,46,"A",0,"K_525_545"
"K",112,547,64,510,50,"H",0,"K_510_547"
"K",112,553,76,832,63,"H",0,"K_553_832"
"K",112,571,59,707,50,"H",0,"K_571_707"
"K",112,598,64,550,41,"A",0,"K_550_598"
"K",112,607,81,730,71,"A",0,"K_607_730"
"K",112,614,88,814,67,"H",0,"K_614_814"
"K",112,615,82,847,57,"A",0,"K_615_847"
"K",112,619,89,593,71,"H",0,"K_593_619"
"K",112,645,78,848,71,"H",0,"K_645_848"
"K",112,649,69,610,66,"A",0,"K_610_649"
"K",112,679,96,588,89,"H",2,"K_588_679"
"K",112,685,73,734,71,"H",0,"K_685_734"
"K",112,686,82,739,78,"H",0,"K_686_739"
"K",112,688,79,630,61,"H",0,"K_630_688"
"K",112,693,56,683,52,"A",0,"K_683_693"
"K",112,699,74,620,68,"A",0,"K_620_699"
"K",112,702,66,756,61,"H",0,"K_702_756"
"K",112,721,71,796,70,"A",0,"K_721_796"
"K",112,732,71,652,59,"A",0,"K_652_732"
"K",112,747,63,560,61,"A",0,"K_560_747"
"K",112,758,83,755,78,"A",0,"K_755_758"
"K",112,768,64,594,51,"A",0,"K_594_768"
"K",112,781,81,753,77,"A",1,"K_753_781"
"K",112,786,60,843,58,"H",0,"K_786_843"
"K",112,787,74,803,55,"A",0,"K_787_803"
"K",112,804,65,514,64,"A",0,"K_514_804"
"K",113,515,65,504,63,"H",0,"K_504_515"
"K",113,559,75,717,74,"H",1,"K_559_717"
"K",113,569,66,853,62,"H",0,"K_569_853"
"K",113,587,64,749,59,"H",0,"K_587_749"
"K",113,600,76,568,73,"H",0,"K_568_600"
"K",113,621,68,823,67,"A",0,"K_621_823"
"K",113,636,76,521,61,"H",0,"K_521_636"
"K",113,639,82,529,66,"A",0,"K_529_639"
"K",113,670,72,623,64,"H",0,"K_623_670"
"K",113,737,77,771,56,"H",0,"K_737_771"
"K",113,745,70,777,54,"A",0,"K_745_777"
"K",113,750,81,776,73,"H",0,"K_750_776"
"K",113,778,58,764,47,"H",0,"K_764_778"
"K",113,794,54,676,51,"A",0,"K_676_794"
"K",113,830,72,527,58,"H",0,"K_527_830"
"K",113,833,67,815,53,"H",0,"K_815_833"
"K",113,845,76,574,57,"H",0,"K_574_845"
"K",114,502,51,701,46,"H",0,"K_502_701"
"K",114,518,75,675,71,"H",0,"K_518_675"
"K",114,530,71,714,49,"A",0,"K_530_714"
"K",114,533,81,644,70,"H",0,"K_533_644"
"K",114,535,72,855,64,"H",0,"K_535_855"
"K",114,536,100,754,90,"H",0,"K_536_754"
"K",114,544,81,648,58,"H",0,"K_544_648"
"K",114,546,72,663,71,"A",0,"K_546_663"
"K",114,550,70,759,61,"A",0,"K_550_759"
"K",114,554,69,850,64,"H",0,"K_554_850"
"K",114,557,89,788,74,"H",0,"K_557_788"
"K",114,562,67,626,62,"H",0,"K_562_626"
"K",114,577,73,606,66,"A",0,"K_577_606"
"K",114,595,71,662,60,"H",0,"K_595_662"
"K",114,599,77,641,65,"H",0,"K_599_641"
"K",114,603,66,746,50,"H",0,"K_603_746"
"K",114,613,70,620,66,"A",0,"K_613_620"
"K",114,616,62,555,56,"A",0,"K_555_616"
"K",114,622,72,552,67,"A",1,"K_552_622"
"K",114,625,69,729,65,"H",0,"K_625_729"
"K",114,629,68,722,52,"H",0,"K_629_722"
"K",114,630,75,748,54,"H",0,"K_630_748"
"K",114,640,80,674,40,"H",0,"K_640_674"
"K",114,642,73,517,64,"H",0,"K_517_642"
"K",114,651,65,573,53,"H",0,"K_573_651"
"K",114,654,76,851,63,"H",0,"K_654_851"
"K",114,655,77,827,66,"A",0,"K_655_827"
"K",114,666,66,824,56,"H",0,"K_666_824"
"K",114,668,70,831,59,"H",0,"K_668_831"
"K",114,669,63,503,60,"H",0,"K_503_669"
"K",114,673,62,738,50,"H",0,"K_673_738"
"K",114,678,72,624,61,"A",0,"K_624_678"
"K",114,690,80,537,70,"H",0,"K_537_690"
"K",114,698,93,556,77,"H",0,"K_556_698"
"K",114,708,95,695,71,"A",0,"K_695_708"
"K",114,719,85,534,72,"H",0,"K_534_719"
"K",114,720,79,671,68,"A",0,"K_671_720"
"K",114,727,79,565,51,"H",0,"K_565_727"
"K",114,779,64,596,58,"H",0,"K_596_779"
"K",114,780,73,741,62,"H",0,"K_741_780"
"K",114,789,69,743,30,"H",0,"K_743_789"
"K",114,790,76,592,72,"A",0,"K_592_790"
"K",114,793,65,637,64,"A",0,"K_637_793"
"K",114,798,70,581,59,"A",0,"K_581_798"
"K",114,802,73,767,56,"H",0,"K_767_802"
"K",114,809,69,583,49,"H",0,"K_583_809"
"K",114,817,65,821,58,"H",0,"K_817_821"
"K",114,836,62,520,56,"A",0,"K_520_836"
"K",114,838,72,588,66,"A",0,"K_588_838"
"K",114,839,74,551,68,"H",1,"K_551_839"
"K",114,846,60,575,58,"A",0,"K_575_846"
"K",115,509,65,692,48,"H",0,"K_509_692"
"K",115,510,75,815,70,"H",0,"K_510_815"
"K",115,528,69,828,64,"A",1,"K_528_828"
"K",115,538,59,808,55,"H",1,"K_538_808"
"K",115,539,43,841,41,"A",0,"K_539_841"
"K",115,548,74,631,66,"H",0,"K_548_631"
"K",115,553,78,645,61,"A",0,"K_553_645"
"K",115,564,80,757,76,"A",0,"K_564_757"
"K",115,576,61,847,56,"H",0,"K_576_847"
"K",115,580,76,519,73,"H",0,"K_519_580"
"K",115,590,74,710,53,"A",0,"K_590_710"
"K",115,597,87,756,80,"A",0,"K_597_756"
"K",115,601,77,667,67,"A",0,"K_601_667"
"K",115,604,48,769,47,"H",0,"K_604_769"
"K",115,611,76,785,65,"A",0,"K_611_785"
"K",115,615,77,602,66,"H",0,"K_602_615"
"K",115,634,75,579,68,"A",0,"K_579_634"
"K",115,657,69,813,66,"H",0,"K_657_813"
"K",115,658,78,589,77,"H",0,"K_589_658"
"K",115,659,89,704,71,"H",0,"K_659_704"
"K",115,664,62,812,38,"A",0,"K_664_812"
"K",115,672,80,835,74,"H",0,"K_672_835"
"K",115,677,73,826,70,"H",0,"K_677_826"
"K",115,680,68,582,46,"A",0,"K_582_680"
"K",115,700,78,507,71,"H",1,"K_507_700"
"K",115,702,64,650,60,"H",0,"K_650_702"
"K",115,703,69,513,60,"H",0,"K_513_703"
"K",115,711,81,800,69,"A",0,"K_711_800"
"K",115,712,80,570,66,"A",0,"K_570_712"
"K",115,715,62,849,51,"H",0,"K_715_849"
"K",115,716,80,643,67,"H",0,"K_643_716"
"K",115,718,78,774,75,"A",0,"K_718_774"
"K",115,723,75,635,58,"A",0,"K_635_723"
"K",115,724,83,543,57,"A",0,"K_543_724"
"K",115,725,73,818,61,"A",0,"K_725_818"
"K",115,733,82,681,59,"H",0,"K_681_733"
"K",115,740,77,832,69,"A",0,"K_740_832"
"K",115,751,75,795,61,"H",0,"K_751_795"
"K",115,762,63,752,52,"H",0,"K_752_762"
"K",115,766,82,627,76,"A",0,"K_627_766"
"K",115,768,74,572,65,"H",0,"K_572_768"
"K",115,784,81,540,79,"H",0,"K_540_784"
"K",115,791,83,682,75,"A",0,"K_682_791"
"K",115,792,70,687,66,"H",0,"K_687_792"
"K",115,799,70,605,69,"A",0,"K_605_799"
"K",115,807,82,806,68,"A",0,"K_806_807"
"K",115,810,78,726,60,"H",0,"K_726_810"
"K",115,811,71,516,65,"H",0,"K_516_811"
"K",115,816,61,825,54,"A",0,"K_816_825"
"K",115,819,78,705,63,"A",0,"K_705_819"
"K",115,820,71,765,68,"H",0,"K_765_820"
"K",115,822,64,526,62,"A",0,"K_526_822"
"K",115,829,74,549,72,"A",0,"K_549_829"
"K",115,840,75,783,57,"H",0,"K_783_840"
"K",115,848,94,614,78,"H",0,"K_614_848"
"K",116,522,83,638,64,"H",0,"K_522_638"
"K",116,541,91,782,84,"A",1,"K_541_782"
"K",116,558,68,531,56,"H",0,"K_531_558"
"K",116,561,68,854,64,"H",0,"K_561_854"
"K",116,610,69,747,64,"A",0,"K_610_747"
"K",116,646,76,586,56,"H",0,"K_586_646"
"K",116,648,75,838,60,"A",0,"K_648_838"
"K",116,653,69,744,66,"A",0,"K_653_744"
"K",116,728,74,612,71,"H",1,"K_612_728"
"K",116,736,63,567,60,"H",0,"K_567_736"
"K",117,502,68,817,55,"H",0,"K_502_817"
"K",117,503,76,719,61,"H",0,"K_503_719"
"K",117,505,86,734,70,"A",0,"K_505_734"
"K",117,509,77,642,67,"A",0,"K_509_642"
"K",117,511,68,512,47,"H",0,"K_511_512"
"K",117,514,78,608,68,"A",0,"K_514_608"
"K",117,515,73,790,69,"A",0,"K_515_790"
"K",117,518,58,674,54,"A",0,"K_518_674"
"K",117,519,80,682,48,"A",0,"K_519_682"
"K",117,521,91,629,73,"H",0,"K_521_629"
"K",117,527,74,695,72,"A",2,"K_527_695"
"K",117,530,86,575,66,"H",0,"K_530_575"
"K",117,531,69,561,64,"A",0,"K_531_561"
"K",117,533,70,517,47,"H",0,"K_517_533"
"K",117,536,81,788,72,"A",0,"K_536_788"
"K",117,538,76,564,72,"H",0,"K_538_564"
"K",117,540,71,667,69,"A",0,"K_540_667"
"K",117,544,88,777,58,"H",0,"K_544_777"
"K",117,545,75,814,71,"A",0,"K_545_814"
"K",117,547,71,833,67,"H",0,"K_547_833"
"K",117,548,91,718,80,"H",0,"K_548_718"
"K",117,550,84,850,80,"A",1,"K_550_850"
"K",117,551,90,830,64,"H",0,"K_551_830"
"K",117,553,84,740,75,"A",0,"K_553_740"
"K",117,555,80,692,72,"A",0,"K_555_692"
"K",117,556,78,676,60,"H",0,"K_556_676"
"K",117,557,80,852,78,"A",0,"K_557_852"
"K",117,568,65,554,63,"H",0,"K_554_568"
"K",117,571,61,593,58,"A",0,"K_571_593"
"K",117,573,67,764,64,"H",0,"K_573_764"
"K",117,574,73,535,71,"H",0,"K_535_574"
"K",117,577,74,789,66,"A",0,"K_577_789"
"K",117,582,87,681,53,"H",0,"K_582_681"
"K",117,585,87,815,82,"A",0,"K_585_815"
"K",117,587,77,626,75,"A",0,"K_587_626"
"K",117,590,85,633,76,"A",0,"K_590_633"
"K",117,599,78,596,67,"A",0,"K_596_599"
"K",117,602,95,635,68,"H",0,"K_602_635"
"K",117,603,68,786,53,"H",0,"K_603_786"
"K",117,606,76,839,61,"H",0,"K_606_839"
"K",117,607,75,753,59,"H",0,"K_607_753"
"K",117,613,61,756,60,"A",0,"K_613_756"
"K",117,614,78,645,49,"H",0,"K_614_645"
"K",117,615,70,576,68,"H",0,"K_576_615"
"K",117,619,81,560,66,"H",0,"K_560_619"
"K",117,621,81,842,74,"H",0,"K_621_842"
"K",117,622,69,851,66,"H",1,"K_622_851"
"K",117,623,71,628,59,"H",0,"K_623_628"
"K",117,632,67,685,61,"H",0,"K_632_685"
"K",117,634,80,762,67,"A",0,"K_634_762"
"K",117,639,70,669,63,"H",0,"K_639_669"
"K",117,643,89,812,83,"A",0,"K_643_812"
"K",117,647,96,806,92,"A",1,"K_647_806"
"K",117,649,82,759,71,"H",0,"K_649_759"
"K",117,654,87,855,84,"A",1,"K_654_855"
"K",117,655,71,640,67,"H",0,"K_640_655"
"K",117,659,67,589,61,"A",0,"K_589_659"
"K",117,660,80,717,72,"A",0,"K_660_717"
"K",117,661,62,772,57,"H",0,"K_661_772"
"K",117,663,66,569,47,"H",0,"K_569_663"
"K",117,666,78,802,67,"H",0,"K_666_802"
"K",117,675,83,604,68,"H",0,"K_604_675"
"K",117,677,77,834,73,"A",0,"K_677_834"
"K",117,678,60,562,54,"H",0,"K_562_678"
"K",117,679,74,776,68,"H",0,"K_679_776"
"K",117,683,67,665,60,"A",0,"K_665_683"
"K",117,686,64,745,62,"A",0,"K_686_745"
"K",117,687,81,797,63,"H",0,"K_687_797"
"K",117,699,75,822,57,"A",0,"K_699_822"
"K",117,702,66,620,50,"H",0,"K_620_702"
"K",117,703,62,516,58,"H",0,"K_516_703"
"K",117,707,75,693,60,"A",0,"K_693_707"
"K",117,712,86,799,70,"A",0,"K_712_799"
"K",117,713,92,566,72,"A",0,"K_566_713"
"K",117,716,97,664,79,"H",0,"K_664_716"
"K",117,720,64,670,54,"H",0,"K_670_720"
"K",117,721,71,637,70,"H",0,"K_637_721"
"K",117,722,74,796,63,"H",0,"K_722_796"
"K",117,723,69,570,53,"A",0,"K_570_723"
"K",117,724,87,826,78,"H",0,"K_724_826"
"K",117,727,70,565,66,"A",0,"K_565_727"
"K",117,728,68,567,52,"H",0,"K_567_728"
"K",117,729,68,715,55,"H",0,"K_715_729"
"K",117,731,81,737,68,"H",0,"K_731_737"
"K",117,733,93,680,92,"H",1,"K_680_733"
"K",117,736,75,612,48,"H",0,"K_612_736"
"K",117,739,71,750,65,"A",0,"K_739_750"
"K",117,748,57,803,53,"A",0,"K_748_803"
"K",117,749,46,714,45,"H",0,"K_714_749"
"K",117,751,90,820,87,"H",0,"K_751_820"
"K",117,752,52,579,41,"A",0,"K_579_752"
"K",117,754,73,701,66,"A",0,"K_701_754"
"K",117,755,74,732,72,"A",1,"K_732_755"
"K",117,757,81,808,71,"H",0,"K_757_808"
"K",117,758,81,652,70,"H",0,"K_652_758"
"K",117,761,71,819,62,"H",0,"K_761_819"
"K",117,765,70,795,59,"H",0,"K_765_795"
"K",117,766,98,704,92,"H",2,"K_704_766"
"K",117,768,99,711,79,"H",0,"K_711_768"
"K",117,773,69,508,57,"A",0,"K_508_773"
"K",117,774,83,631,62,"H",0,"K_631_774"
"K",117,775,77,578,76,"A",0,"K_578_775"
"K",117,779,70,743,39,"H",0,"K_743_779"
"K",117,780,77,546,74,"A",0,"K_546_780"
"K",117,781,76,730,66,"H",0,"K_730_781"
"K",117,783,39,841,37,"A",0,"K_783_841"
"K",117,784,77,601,65,"H",0,"K_601_784"
"K",117,791,74,580,64,"A",0,"K_580_791"
"K",117,793,80,636,55,"H",0,"K_636_793"
"K",117,794,66,698,55,"H",0,"K_698_794"
"K",117,800,79,572,68,"H",0,"K_572_800"
"K",117,801,66,583,53,"A",0,"K_583_801"
"K",117,804,69,506,62,"H",0,"K_506_804"
"K",117,805,73,767,68,"A",0,"K_767_805"
"K",117,809,77,742,64,"A",0,"K_742_809"
"K",117,811,69,513,59,"A",0,"K_513_811"
"K",117,816,68,605,56,"H",0,"K_605_816"
"K",117,818,89,726,84,"H",0,"K_726_818"
"K",117,823,75,688,61,"A",0,"K_688_823"
"K",117,824,69,617,63,"H",0,"K_617_824"
"K",117,825,77,847,59,"A",0,"K_825_847"
"K",117,827,57,769,56,"A",0,"K_769_827"
"K",117,831,72,595,61,"H",0,"K_595_831"
"K",117,835,80,594,65,"H",0,"K_594_835"
"K",117,836,68,537,57,"H",0,"K_537_836"
"K",117,843,68,651,64,"H",0,"K_651_843"
"K",117,844,76,552,72,"A",0,"K_552_844"
"K",117,846,64,624,57,"H",0,"K_624_846"
"K",117,848,56,525,43,"A",0,"K_525_848"
"K",117,853,85,741,76,"A",0,"K_741_853"
"K",117,854,71,558,65,"A",0,"K_558_854"
"K",118,504,82,592,77,"H",0,"K_504_592"
"K",118,507,76,813,61,"A",0,"K_507_813"
"K",118,522,99,586,78,"H",0,"K_522_586"
"K",118,524,67,828,62,"A",0,"K_524_828"
"K",118,528,84,611,71,"A",0,"K_528_611"
"K",118,534,81,529,67,"H",0,"K_529_534"
"K",118,559,89,829,75,"H",0,"K_559_829"
"K",118,600,86,598,61,"A",0,"K_598_600"
"K",118,616,68,644,54,"H",0,"K_616_644"
"K",118,625,78,671,71,"H",0,"K_625_671"
"K",118,630,72,689,64,"H",0,"K_630_689"
"K",118,646,77,638,48,"H",0,"K_638_646"
"K",118,653,59,541,54,"H",0,"K_541_653"
"K",118,657,87,785,75,"A",0,"K_657_785"
"K",118,658,78,627,74,"H",0,"K_627_658"
"K",118,690,94,581,61,"H",0,"K_581_690"
"K",118,708,81,662,57,"H",0,"K_662_708"
"K",118,746,62,771,44,"H",0,"K_746_771"
"K",118,782,77,744,64,"A",0,"K_744_782"
"K",118,798,81,520,54,"H",0,"K_520_798"
"K",118,810,70,725,53,"H",0,"K_725_810"
"K",118,840,73,539,62,"H",0,"K_539_840"
"K",118,849,80,673,74,"H",0,"K_673_849"
"K",119,505,79,804,66,"A",0,"K_505_804"
"K",119,523,72,571,71,"H",0,"K_523_571"
"K",119,544,79,739,67,"A",0,"K_544_739"
"K",119,582,94,621,87,"A",0,"K_582_621"
"K",119,588,79,679,62,"H",0,"K_588_679"
"K",119,597,81,526,79,"H",0,"K_526_597"
"K",119,607,75,755,72,"H",0,"K_607_755"
"K",119,619,72,683,59,"H",0,"K_619_683"
"K",119,632,73,514,68,"H",0,"K_514_632"
"K",119,648,67,776,64,"H",0,"K_648_776"
"K",119,650,74,620,49,"H",0,"K_620_650"
"K",119,665,65,560,60,"H",0,"K_560_665"
"K",119,672,82,594,58,"H",0,"K_594_672"
"K",119,680,96,713,83,"H",0,"K_680_713"
"K",119,681,75,566,70,"H",0,"K_566_681"
"K",119,685,62,608,53,"A",0,"K_608_685"
"K",119,693,65,610,60,"H",0,"K_610_693"
"K",119,721,67,722,66,"H",0,"K_721_722"
"K",119,732,90,753,72,"H",0,"K_732_753"
"K",119,734,75,506,72,"H",0,"K_506_734"
"K",119,747,72,707,52,"H",0,"K_707_747"
"K",119,758,62,730,56,"H",0,"K_730_758"
"K",119,781,82,652,70,"H",0,"K_652_781"
"K",119,787,93,803,69,"H",0,"K_787_803"
"K",119,838,77,686,66,"A",0,"K_686_838"
"K",119,843,67,731,62,"H",0,"K_731_843"
"K",120,527,80,839,65,"H",0,"K_527_839"
"K",120,545,97,525,76,"A",0,"K_525_545"
"K",120,553,78,814,62,"H",0,"K_553_814"
"K",120,574,92,552,58,"H",0,"K_552_574"
"K",120,614,87,740,84,"A",0,"K_614_740"
"K",120,622,77,851,64,"H",0,"K_622_851"
"K",120,623,71,673,65,"A",0,"K_623_673"
"K",120,629,85,676,78,"H",0,"K_629_676"
"K",120,634,86,580,59,"H",0,"K_580_634"
"K",120,639,78,719,58,"H",0,"K_639_719"
"K",120,654,76,855,61,"H",0,"K_654_855"
"K",120,655,64,769,61,"A",0,"K_655_769"
"K",120,687,65,797,52,"H",0,"K_687_797"
"K",120,752,78,791,67,"H",0,"K_752_791"
"K",120,764,72,549,62,"H",0,"K_549_764"
"K",120,779,68,853,58,"A",0,"K_779_853"
"K",120,792,78,519,74,"H",0,"K_519_792"
"K",120,848,93,645,52,"H",0,"K_645_848"
"K",121,504,71,518,61,"H",0,"K_504_518"
