"season","daynum","wteam","lteam","pct_both_tourney","id"
"I",86,849,720,0.071,"I_720_849"
"I",87,519,791,0.004,"I_519_791"
"I",87,535,552,0.004,"I_535_552"
"I",87,538,564,0.001,"I_538_564"
"I",87,566,681,0.001,"I_566_681"
"I",87,572,768,0.011,"I_572_768"
"I",87,577,595,0.546,"I_577_595"
"I",87,582,621,0.005,"I_582_621"
"I",87,589,782,0.023,"I_589_782"
"I",87,607,753,0.014,"I_607_753"
"I",87,631,548,0.011,"I_548_631"
"I",87,634,762,0.001,"I_634_762"
"I",87,645,848,0.005,"I_645_848"
"I",87,647,620,0.002,"I_620_647"
"I",87,650,526,0.014,"I_526_650"
"I",87,687,580,0.006,"I_580_687"
"I",87,702,672,0.004,"I_672_702"
"I",87,703,711,0.003,"I_703_711"
"I",87,713,680,0.003,"I_680_713"
"I",87,725,539,0.133,"I_539_725"
"I",87,730,781,0.015,"I_730_781"
"I",87,744,766,0.012,"I_744_766"
"I",87,752,579,0.001,"I_579_752"
"I",87,755,652,0.01,"I_652_755"
"I",87,757,808,0.007,"I_757_808"
"I",87,758,732,0.015,"I_732_758"
"I",87,765,751,0.001,"I_751_765"
"I",87,774,677,0.001,"I_677_774"
"I",87,776,750,0.001,"I_750_776"
"I",87,783,726,0.028,"I_726_783"
"I",87,787,508,0.001,"I_508_787"
"I",87,797,682,0.007,"I_682_797"
"I",87,802,756,0.001,"I_756_802"
"I",87,811,835,0.015,"I_811_835"
"I",87,812,795,0.001,"I_795_812"
"I",87,822,807,0.032,"I_807_822"
"I",87,824,767,0.046,"I_767_824"
"I",87,826,718,0.002,"I_718_826"
"I",87,838,648,0.003,"I_648_838"
"I",87,839,662,0.551,"I_662_839"
"I",87,840,511,0.09,"I_511_840"
"I",87,841,512,0.012,"I_512_841"
"I",87,842,733,0.001,"I_733_842"
"I",87,844,574,0.024,"I_574_844"
"I",87,855,654,0.004,"I_654_855"
"I",88,627,541,0.002,"I_541_627"
"I",88,633,605,0.003,"I_605_633"
"I",88,642,509,0.011,"I_509_642"
"I",88,644,616,0.001,"I_616_644"
"I",88,658,704,0.02,"I_658_704"
"I",88,667,784,0.003,"I_667_784"
"I",88,736,531,0.005,"I_531_736"
"I",88,854,728,0.054,"I_728_854"
"I",89,502,754,0.026,"I_502_754"
"I",89,511,841,0.103,"I_511_841"
"I",89,516,513,0.001,"I_513_516"
"I",89,522,601,0.003,"I_522_601"
"I",89,524,611,0.002,"I_524_611"
"I",89,525,553,0.003,"I_525_553"
"I",89,526,767,0.008,"I_526_767"
"I",89,529,661,0.003,"I_529_661"
"I",89,530,624,0.01,"I_530_624"
"I",89,531,728,0.014,"I_531_728"
"I",89,538,808,0.002,"I_538_808"
"I",89,539,726,0.02,"I_539_726"
"I",89,543,631,0.016,"I_543_631"
"I",89,546,549,0.525,"I_546_549"
"I",89,551,708,0.519,"I_551_708"
"I",89,554,550,0.01,"I_550_554"
"I",89,556,521,0.009,"I_521_556"
"I",89,557,852,0.044,"I_557_852"
"I",89,559,527,0.815,"I_527_559"
"I",89,566,680,0.001,"I_566_680"
"I",89,568,815,0.004,"I_568_815"
"I",89,569,853,0.148,"I_569_853"
"I",89,570,635,0.002,"I_570_635"
"I",89,572,703,0.016,"I_572_703"
"I",89,573,583,0.023,"I_573_583"
"I",89,576,816,0.019,"I_576_816"
"I",89,577,606,0.912,"I_577_606"
"I",89,582,842,0.013,"I_582_842"
"I",89,585,850,0.001,"I_585_850"
"I",89,586,833,0.006,"I_586_833"
"I",89,588,686,0.002,"I_588_686"
"I",89,589,766,0.013,"I_589_766"
"I",89,598,510,0.001,"I_510_598"
"I",89,600,547,0.009,"I_547_600"
"I",89,602,847,0.006,"I_602_847"
"I",89,603,668,0.003,"I_603_668"
"I",89,604,515,0.083,"I_515_604"
"I",89,607,758,0.11,"I_607_758"
"I",89,613,802,0.051,"I_613_802"
"I",89,617,771,0.017,"I_617_771"
"I",89,620,807,0.006,"I_620_807"
"I",89,621,733,0.002,"I_621_733"
"I",89,622,535,0.002,"I_535_622"
"I",89,623,670,0.188,"I_623_670"
"I",89,628,729,0.022,"I_628_729"
"I",89,629,636,0.171,"I_629_636"
"I",89,639,503,0.033,"I_503_639"
"I",89,645,614,0.005,"I_614_645"
"I",89,652,781,0.008,"I_652_781"
"I",89,654,574,0.014,"I_574_654"
"I",89,655,504,0.74,"I_504_655"
"I",89,660,651,0.182,"I_651_660"
"I",89,663,741,0.015,"I_663_741"
"I",89,666,788,0.051,"I_666_788"
"I",89,671,625,0.332,"I_625_671"
"I",89,674,769,0.047,"I_674_769"
"I",89,675,518,0.38,"I_518_675"
"I",89,676,637,0.055,"I_637_676"
"I",89,677,724,0.004,"I_677_724"
"I",89,678,626,0.008,"I_626_678"
"I",89,679,544,0.004,"I_544_679"
"I",89,685,632,0.002,"I_632_685"
"I",89,687,682,0.019,"I_682_687"
"I",89,699,597,0.173,"I_597_699"
"I",89,711,768,0.002,"I_711_768"
"I",89,712,700,0.001,"I_700_712"
"I",89,713,681,0.002,"I_681_713"
"I",89,715,673,0.009,"I_673_715"
"I",89,718,548,0.003,"I_548_718"
"I",89,720,738,0.039,"I_720_738"
"I",89,722,796,0.655,"I_722_796"
"I",89,723,799,0.001,"I_723_799"
"I",89,727,565,0.005,"I_565_727"
"I",89,732,753,0.002,"I_732_753"
"I",89,736,854,0.02,"I_736_854"
"I",89,742,756,0.002,"I_742_756"
"I",89,743,599,0.279,"I_599_743"
"I",89,744,659,0.003,"I_659_744"
"I",89,746,717,0.208,"I_717_746"
"I",89,749,714,0.054,"I_714_749"
"I",89,752,762,0.002,"I_752_762"
"I",89,755,730,0.017,"I_730_755"
"I",89,757,564,0.002,"I_564_757"
"I",89,772,801,0.05,"I_772_801"
"I",89,776,745,0.003,"I_745_776"
"I",89,777,648,0.001,"I_648_777"
"I",89,778,810,0.031,"I_778_810"
"I",89,779,789,0.254,"I_779_789"
"I",89,782,653,0.001,"I_653_782"
"I",89,783,725,0.356,"I_725_783"
"I",89,786,831,0.049,"I_786_831"
"I",89,790,592,0.308,"I_592_790"
"I",89,792,791,0.001,"I_791_792"
"I",89,793,794,0.025,"I_793_794"
"I",89,797,580,0.007,"I_580_797"
"I",89,798,690,0.002,"I_690_798"
"I",89,800,809,0.023,"I_800_809"
"I",89,805,780,0.102,"I_780_805"
"I",89,811,672,0.021,"I_672_811"
"I",89,817,701,0.014,"I_701_817"
"I",89,821,536,0.384,"I_536_821"
"I",89,822,647,0.004,"I_647_822"
"I",89,824,650,0.056,"I_650_824"
"I",89,825,615,0.018,"I_615_825"
"I",89,826,834,0.002,"I_826_834"
"I",89,827,640,0.68,"I_640_827"
"I",89,828,813,0.007,"I_813_828"
"I",89,829,843,0.056,"I_829_843"
"I",89,832,848,0.002,"I_832_848"
"I",89,835,594,0.001,"I_594_835"
"I",89,836,581,0.007,"I_581_836"
"I",89,839,830,0.382,"I_830_839"
"I",89,840,512,0.012,"I_512_840"
"I",89,845,844,0.046,"I_844_845"
"I",89,846,575,0.036,"I_575_846"
"I",89,851,552,0.003,"I_552_851"
"I",89,855,630,0.001,"I_630_855"
"I",90,528,507,0.001,"I_507_528"
"I",90,534,520,0.014,"I_520_534"
"I",90,562,587,0.022,"I_562_587"
"I",90,578,775,0.008,"I_578_775"
"I",90,595,759,0.011,"I_595_759"
"I",90,642,692,0.002,"I_642_692"
"I",90,644,555,0.001,"I_555_644"
"I",90,658,541,0.011,"I_541_658"
"I",90,667,633,0.002,"I_633_667"
"I",90,695,662,0.457,"I_662_695"
"I",90,704,627,0.008,"I_627_704"
"I",90,721,698,0.054,"I_698_721"
"I",90,764,737,0.68,"I_737_764"
"I",90,784,605,0.003,"I_605_784"
"I",91,503,661,0.014,"I_503_661"
"I",91,554,850,0.007,"I_554_850"
"I",91,559,786,0.593,"I_559_786"
"I",91,585,598,0.001,"I_585_598"
"I",91,586,815,0.005,"I_586_815"
"I",91,600,510,0.005,"I_510_600"
"I",91,608,685,0.002,"I_608_685"
"I",91,620,621,0.003,"I_620_621"
"I",91,636,676,0.636,"I_636_676"
"I",91,648,745,0.001,"I_648_745"
"I",91,699,802,0.068,"I_699_802"
"I",91,719,669,0.004,"I_669_719"
"I",91,747,571,0.002,"I_571_747"
"I",91,754,701,0.017,"I_701_754"
"I",91,776,777,0.002,"I_776_777"
"I",91,779,829,0.313,"I_779_829"
"I",91,800,590,0.009,"I_590_800"
"I",91,817,502,0.046,"I_502_817"
"I",92,568,550,0.002,"I_550_568"
"I",92,573,801,0.021,"I_573_801"
"I",92,583,771,0.01,"I_583_771"
"I",92,595,606,0.593,"I_595_606"
"I",92,623,625,0.21,"I_623_625"
"I",92,640,592,0.978,"I_592_640"
"I",92,663,744,0.009,"I_663_744"
"I",92,682,580,0.002,"I_580_682"
"I",92,722,794,0.025,"I_722_794"
"I",92,749,678,0.064,"I_678_749"
"I",92,772,617,0.074,"I_617_772"
"I",92,782,766,0.011,"I_766_782"
"I",92,788,660,0.043,"I_660_788"
"I",92,796,521,0.034,"I_521_796"
"I",92,853,549,0.209,"I_549_853"
"I",93,515,518,0.063,"I_515_518"
"I",93,516,703,0.008,"I_516_703"
"I",93,520,503,0.017,"I_503_520"
"I",93,527,717,0.119,"I_527_717"
"I",93,528,700,0.001,"I_528_700"
"I",93,530,587,0.005,"I_530_587"
"I",93,535,630,0.002,"I_535_630"
"I",93,562,714,0.013,"I_562_714"
"I",93,569,743,0.266,"I_569_743"
"I",93,575,626,0.006,"I_575_626"
"I",93,576,825,0.025,"I_576_825"
"I",93,581,534,0.001,"I_534_581"
"I",93,599,775,0.028,"I_599_775"
"I",93,602,799,0.002,"I_602_799"
"I",93,604,674,0.146,"I_604_674"
"I",93,615,570,0.014,"I_570_615"
"I",93,635,847,0.001,"I_635_847"
"I",93,637,698,0.012,"I_637_698"
"I",93,639,690,0.007,"I_639_690"
"I",93,645,814,0.002,"I_645_814"
"I",93,655,790,0.251,"I_655_790"
"I",93,657,611,0.001,"I_611_657"
"I",93,662,830,0.189,"I_662_830"
"I",93,666,651,0.603,"I_651_666"
"I",93,669,529,0.008,"I_529_669"
"I",93,671,628,0.117,"I_628_671"
"I",93,695,839,0.746,"I_695_839"
"I",93,720,715,0.017,"I_715_720"
"I",93,721,629,0.135,"I_629_721"
"I",93,723,816,0.017,"I_723_816"
"I",93,731,778,0.113,"I_731_778"
"I",93,738,729,0.025,"I_729_738"
"I",93,740,832,0.001,"I_740_832"
"I",93,741,641,0.013,"I_641_741"
"I",93,746,668,0.025,"I_668_746"
"I",93,765,820,0.001,"I_765_820"
"I",93,769,504,0.217,"I_504_769"
"I",93,789,596,0.028,"I_596_789"
"I",93,793,556,0.142,"I_556_793"
"I",93,831,737,0.097,"I_737_831"
"I",93,836,537,0.007,"I_537_836"
"I",93,843,764,0.108,"I_764_843"
"I",93,846,624,0.045,"I_624_846"
"I",93,848,553,0.001,"I_553_848"
"I",93,849,673,0.055,"I_673_849"
"I",93,851,654,0.006,"I_654_851"
"I",94,513,768,0.003,"I_513_768"
"I",94,519,634,0.003,"I_519_634"
"I",94,522,809,0.029,"I_522_809"
"I",94,526,802,0.012,"I_526_802"
"I",94,539,511,0.217,"I_511_539"
"I",94,543,826,0.005,"I_543_826"
"I",94,544,679,0.003,"I_544_679"
"I",94,572,702,0.005,"I_572_702"
"I",94,574,855,0.004,"I_574_855"
"I",94,577,708,0.973,"I_577_708"
"I",94,582,681,0.003,"I_582_681"
"I",94,588,739,0.001,"I_588_739"
"I",94,589,541,0.004,"I_541_589"
"I",94,607,730,0.088,"I_607_730"
"I",94,620,757,0.005,"I_620_757"
"I",94,622,845,0.019,"I_622_845"
"I",94,631,724,0.025,"I_631_724"
"I",94,650,597,0.029,"I_597_650"
"I",94,704,659,0.003,"I_659_704"
"I",94,712,785,0.001,"I_712_785"
"I",94,716,664,0.001,"I_664_716"
"I",94,727,807,0.017,"I_727_807"
"I",94,732,652,0.006,"I_652_732"
"I",94,745,750,0.002,"I_745_750"
"I",94,758,753,0.003,"I_753_758"
"I",94,761,795,0.003,"I_761_795"
"I",94,762,797,0.002,"I_762_797"
"I",94,767,699,0.087,"I_699_767"
"I",94,774,718,0.001,"I_718_774"
"I",94,777,838,0.003,"I_777_838"
"I",94,781,755,0.033,"I_755_781"
"I",94,783,512,0.051,"I_512_783"
"I",94,792,752,0.002,"I_752_792"
"I",94,811,711,0.007,"I_711_811"
"I",94,812,819,0.001,"I_812_819"
"I",94,822,538,0.011,"I_538_822"
"I",94,824,742,0.135,"I_742_824"
"I",94,828,524,0.007,"I_524_828"
"I",94,829,603,0.067,"I_603_829"
"I",94,835,672,0.012,"I_672_835"
"I",94,840,818,0.027,"I_818_840"
"I",94,841,810,0.016,"I_810_841"
"I",94,844,552,0.002,"I_552_844"
"I",95,555,642,0.007,"I_555_642"
"I",95,561,531,0.002,"I_531_561"
"I",95,614,545,0.001,"I_545_614"
"I",95,728,612,0.003,"I_612_728"
"I",95,782,744,0.01,"I_744_782"
"I",95,800,605,0.035,"I_605_800"
"I",95,854,558,0.001,"I_558_854"
"I",96,502,852,0.027,"I_502_852"
"I",96,516,768,0.008,"I_516_768"
"I",96,518,604,0.146,"I_518_604"
"I",96,519,752,0.008,"I_519_752"
"I",96,521,794,0.001,"I_521_794"
"I",96,522,590,0.01,"I_522_590"
"I",96,526,742,0.041,"I_526_742"
"I",96,528,611,0.003,"I_528_611"
"I",96,531,558,0.001,"I_531_558"
"I",96,533,509,0.001,"I_509_533"
"I",96,534,661,0.007,"I_534_661"
"I",96,535,654,0.002,"I_535_654"
"I",96,536,817,0.193,"I_536_817"
"I",96,539,512,0.018,"I_512_539"
"I",96,541,659,0.001,"I_541_659"
"I",96,544,588,0.001,"I_544_588"
"I",96,546,583,0.041,"I_546_583"
"I",96,547,833,0.003,"I_547_833"
"I",96,549,617,0.081,"I_549_617"
"I",96,556,637,0.019,"I_556_637"
"I",96,559,843,0.174,"I_559_843"
"I",96,565,807,0.003,"I_565_807"
"I",96,568,554,0.023,"I_554_568"
"I",96,570,799,0.002,"I_570_799"
"I",96,573,660,0.055,"I_573_660"
"I",96,574,552,0.003,"I_552_574"
"I",96,576,847,0.006,"I_576_847"
"I",96,581,503,0.005,"I_503_581"
"I",96,582,680,0.003,"I_582_680"
"I",96,586,510,0.007,"I_510_586"
"I",96,587,575,0.005,"I_575_587"
"I",96,589,704,0.012,"I_589_704"
"I",96,592,827,0.733,"I_592_827"
"I",96,597,767,0.03,"I_597_767"
"I",96,598,600,0.007,"I_598_600"
"I",96,599,741,0.042,"I_599_741"
"I",96,603,668,0.005,"I_603_668"
"I",96,606,790,0.323,"I_606_790"
"I",96,607,652,0.05,"I_607_652"
"I",96,613,756,0.005,"I_613_756"
"I",96,615,723,0.019,"I_615_723"
"I",96,620,538,0.003,"I_538_620"
"I",96,621,842,0.006,"I_621_842"
"I",96,628,625,0.063,"I_625_628"
"I",96,631,774,0.008,"I_631_774"
"I",96,635,602,0.002,"I_602_635"
"I",96,636,796,0.904,"I_636_796"
"I",96,639,537,0.005,"I_537_639"
"I",96,640,769,0.328,"I_640_769"
"I",96,645,553,0.003,"I_553_645"
"I",96,651,805,0.794,"I_651_805"
"I",96,655,515,0.125,"I_515_655"
"I",96,666,780,0.084,"I_666_780"
"I",96,669,798,0.038,"I_669_798"
"I",96,670,738,0.139,"I_670_738"
"I",96,671,720,0.059,"I_671_720"
"I",96,672,594,0.002,"I_594_672"
"I",96,675,674,0.29,"I_674_675"
"I",96,677,718,0.001,"I_677_718"
"I",96,678,624,0.016,"I_624_678"
"I",96,679,739,0.001,"I_679_739"
"I",96,682,791,0.001,"I_682_791"
"I",96,685,506,0.001,"I_506_685"
"I",96,686,776,0.001,"I_686_776"
"I",96,687,762,0.011,"I_687_762"
"I",96,695,830,0.253,"I_695_830"
"I",96,698,676,0.093,"I_676_698"
"I",96,699,650,0.072,"I_650_699"
"I",96,701,557,0.031,"I_557_701"
"I",96,702,711,0.001,"I_702_711"
"I",96,703,513,0.008,"I_513_703"
"I",96,708,839,0.746,"I_708_839"
"I",96,714,626,0.005,"I_626_714"
"I",96,715,849,0.108,"I_715_849"
"I",96,719,520,0.004,"I_520_719"
"I",96,722,629,0.304,"I_629_722"
"I",96,725,726,0.015,"I_725_726"
"I",96,727,647,0.007,"I_647_727"
"I",96,730,732,0.014,"I_730_732"
"I",96,731,717,0.125,"I_717_731"
"I",96,736,612,0.003,"I_612_736"
"I",96,737,786,0.507,"I_737_786"
"I",96,743,578,0.045,"I_578_743"
"I",96,745,838,0.002,"I_745_838"
"I",96,747,610,0.001,"I_610_747"
"I",96,749,562,0.097,"I_562_749"
"I",96,750,777,0.001,"I_750_777"
"I",96,753,758,0.002,"I_753_758"
"I",96,764,746,0.668,"I_746_764"
"I",96,765,812,0.002,"I_765_812"
"I",96,766,627,0.005,"I_627_766"
"I",96,779,641,0.084,"I_641_779"
"I",96,781,755,0.023,"I_755_781"
"I",96,783,511,0.782,"I_511_783"
"I",96,784,601,0.001,"I_601_784"
"I",96,789,775,0.026,"I_775_789"
"I",96,792,634,0.001,"I_634_792"
"I",96,801,771,0.002,"I_771_801"
"I",96,809,646,0.004,"I_646_809"
"I",96,810,840,0.02,"I_810_840"
"I",96,811,572,0.027,"I_572_811"
"I",96,815,585,0.001,"I_585_815"
"I",96,819,761,0.002,"I_761_819"
"I",96,821,754,0.117,"I_754_821"
"I",96,822,757,0.046,"I_757_822"
"I",96,824,802,0.04,"I_802_824"
"I",96,825,816,0.016,"I_816_825"
"I",96,826,548,0.002,"I_548_826"
"I",96,836,529,0.006,"I_529_836"
"I",96,841,818,0.013,"I_818_841"
"I",96,844,855,0.003,"I_844_855"
"I",96,845,851,0.046,"I_845_851"
"I",96,848,740,0.001,"I_740_848"
"I",96,853,596,0.039,"I_596_853"
"I",96,854,561,0.004,"I_561_854"
"I",97,525,814,0.001,"I_525_814"
"I",97,527,778,0.141,"I_527_778"
"I",97,569,663,0.05,"I_569_663"
"I",97,577,551,0.459,"I_551_577"
"I",97,623,673,0.036,"I_623_673"
"I",97,657,524,0.002,"I_524_657"
"I",97,658,782,0.034,"I_658_782"
"I",97,662,595,0.392,"I_595_662"
"I",97,793,721,0.49,"I_721_793"
"I",97,800,667,0.023,"I_667_800"
"I",97,828,712,0.009,"I_712_828"
"I",97,846,530,0.009,"I_530_846"
"I",98,502,557,0.041,"I_502_557"
"I",98,536,754,0.141,"I_536_754"
"I",98,554,510,0.012,"I_510_554"
"I",98,585,550,0.001,"I_550_585"
"I",98,586,547,0.016,"I_547_586"
"I",98,600,833,0.003,"I_600_833"
"I",98,679,588,0.013,"I_588_679"
"I",98,701,852,0.009,"I_701_852"
"I",98,717,559,0.181,"I_559_717"
"I",98,722,636,0.995,"I_636_722"
"I",98,761,765,0.009,"I_761_765"
"I",98,764,731,0.683,"I_731_764"
"I",98,788,771,0.005,"I_771_788"
"I",98,821,817,0.109,"I_817_821"
"I",99,533,644,0.002,"I_533_644"
"I",99,568,598,0.003,"I_568_598"
"I",99,606,708,0.951,"I_606_708"
"I",99,623,671,0.357,"I_623_671"
"I",99,640,504,0.848,"I_504_640"
"I",99,676,556,0.099,"I_556_676"
"I",99,695,595,0.52,"I_595_695"
"I",99,728,736,0.009,"I_728_736"
"I",99,786,746,0.49,"I_746_786"
"I",99,793,521,0.015,"I_521_793"
"I",99,853,743,0.339,"I_743_853"
"I",100,503,669,0.023,"I_503_669"
"I",100,524,507,0.002,"I_507_524"
"I",100,527,668,0.031,"I_527_668"
"I",100,529,719,0.001,"I_529_719"
"I",100,549,771,0.013,"I_549_771"
"I",100,562,530,0.005,"I_530_562"
"I",100,570,847,0.003,"I_570_847"
"I",100,573,780,0.059,"I_573_780"
"I",100,574,851,0.011,"I_574_851"
"I",100,576,615,0.036,"I_576_615"
"I",100,577,830,0.189,"I_577_830"
"I",100,587,624,0.016,"I_587_624"
"I",100,589,744,0.009,"I_589_744"
"I",100,599,596,0.031,"I_596_599"
"I",100,602,825,0.019,"I_602_825"
"I",100,625,729,0.049,"I_625_729"
"I",100,631,630,0.003,"I_630_631"
"I",100,637,629,0.018,"I_629_637"
"I",100,639,534,0.027,"I_534_639"
"I",100,641,578,0.005,"I_578_641"
"I",100,642,517,0.003,"I_517_642"
"I",100,661,581,0.004,"I_581_661"
"I",100,666,583,0.05,"I_583_666"
"I",100,673,670,0.038,"I_670_673"
"I",100,675,769,0.402,"I_675_769"
"I",100,698,794,0.003,"I_698_794"
"I",100,712,611,0.004,"I_611_712"
"I",100,714,678,0.008,"I_678_714"
"I",100,715,738,0.028,"I_715_738"
"I",100,721,796,0.552,"I_721_796"
"I",100,723,635,0.002,"I_635_723"
"I",100,737,829,0.444,"I_737_829"
"I",100,749,575,0.046,"I_575_749"
"I",100,779,569,0.465,"I_569_779"
"I",100,789,741,0.021,"I_741_789"
"I",100,790,515,0.03,"I_515_790"
"I",100,798,690,0.001,"I_690_798"
"I",100,801,617,0.003,"I_617_801"
"I",100,803,516,0.001,"I_516_803"
"I",100,805,772,0.421,"I_772_805"
"I",100,816,799,0.001,"I_799_816"
"I",100,827,604,0.292,"I_604_827"
"I",100,828,785,0.002,"I_785_828"
"I",100,831,603,0.017,"I_603_831"
"I",100,836,520,0.039,"I_520_836"
"I",100,843,778,0.04,"I_778_843"
"I",100,846,626,0.014,"I_626_846"
"I",100,848,614,0.002,"I_614_848"
"I",100,849,628,0.18,"I_628_849"
"I",100,850,554,0.003,"I_554_850"
"I",101,511,818,0.144,"I_511_818"
"I",101,512,810,0.015,"I_512_810"
"I",101,519,797,0.002,"I_519_797"
"I",101,528,813,0.001,"I_528_813"
"I",101,535,552,0.001,"I_535_552"
"I",101,544,777,0.001,"I_544_777"
"I",101,546,651,0.779,"I_546_651"
"I",101,564,807,0.001,"I_564_807"
"I",101,580,752,0.001,"I_580_752"
"I",101,582,566,0.003,"I_566_582"
"I",101,605,601,0.001,"I_601_605"
"I",101,607,755,0.153,"I_607_755"
"I",101,622,855,0.002,"I_622_855"
"I",101,650,613,0.038,"I_613_650"
"I",101,652,758,0.01,"I_652_758"
"I",101,679,686,0.004,"I_679_686"
"I",101,680,842,0.002,"I_680_842"
"I",101,681,621,0.002,"I_621_681"
"I",101,682,634,0.001,"I_634_682"
"I",101,687,792,0.008,"I_687_792"
"I",101,699,526,0.076,"I_526_699"
"I",101,703,702,0.011,"I_702_703"
"I",101,711,672,0.002,"I_672_711"
"I",101,718,543,0.003,"I_543_718"
"I",101,726,841,0.004,"I_726_841"
"I",101,727,620,0.015,"I_620_727"
"I",101,730,753,0.002,"I_730_753"
"I",101,745,739,0.001,"I_739_745"
"I",101,751,761,0.001,"I_751_761"
"I",101,767,756,0.001,"I_756_767"
"I",101,781,732,0.011,"I_732_781"
"I",101,784,590,0.001,"I_590_784"
"I",101,809,633,0.002,"I_633_809"
"I",101,811,768,0.036,"I_768_811"
"I",101,820,812,0.001,"I_812_820"
"I",101,822,565,0.011,"I_565_822"
"I",101,824,597,0.09,"I_597_824"
"I",101,826,724,0.003,"I_724_826"
"I",101,835,572,0.009,"I_572_835"
"I",101,839,551,0.318,"I_551_839"
"I",101,840,725,0.022,"I_725_840"
"I",101,845,654,0.042,"I_654_845"
"I",102,522,646,0.005,"I_522_646"
"I",102,644,509,0.001,"I_509_644"
"I",102,658,627,0.01,"I_627_658"
"I",102,728,558,0.004,"I_558_728"
"I",102,736,561,0.003,"I_561_736"
"I",102,744,659,0.001,"I_659_744"
"I",102,771,772,0.01,"I_771_772"
"I",102,833,510,0.005,"I_510_833"
"I",102,854,567,0.001,"I_567_854"
"I",103,502,701,0.035,"I_502_701"
"I",103,504,790,0.318,"I_504_790"
"I",103,511,810,0.131,"I_511_810"
"I",103,519,687,0.067,"I_519_687"
"I",103,520,690,0.004,"I_520_690"
"I",103,524,700,0.001,"I_524_700"
"I",103,526,597,0.028,"I_526_597"
"I",103,530,714,0.009,"I_530_714"
"I",103,534,537,0.001,"I_534_537"
"I",103,536,852,0.109,"I_536_852"
"I",103,541,589,0.003,"I_541_589"
"I",103,543,774,0.002,"I_543_774"
"I",103,547,815,0.004,"I_547_815"
"I",103,548,631,0.003,"I_548_631"
"I",103,554,550,0.001,"I_550_554"
"I",103,564,647,0.001,"I_564_647"
"I",103,568,600,0.013,"I_568_600"
"I",103,573,617,0.044,"I_573_617"
"I",103,574,535,0.002,"I_535_574"
"I",103,575,562,0.019,"I_562_575"
"I",103,581,798,0.006,"I_581_798"
"I",103,582,713,0.006,"I_582_713"
"I",103,586,585,0.002,"I_585_586"
"I",103,588,686,0.001,"I_588_686"
"I",103,595,551,0.22,"I_551_595"
"I",103,598,850,0.001,"I_598_850"
"I",103,601,667,0.001,"I_601_667"
"I",103,602,576,0.025,"I_576_602"
"I",103,604,640,0.375,"I_604_640"
"I",103,607,781,0.098,"I_607_781"
"I",103,612,854,0.003,"I_612_854"
"I",103,613,767,0.04,"I_613_767"
"I",103,615,847,0.004,"I_615_847"
"I",103,620,565,0.003,"I_565_620"
"I",103,622,552,0.002,"I_552_622"
"I",103,624,626,0.004,"I_624_626"
"I",103,628,670,0.084,"I_628_670"
"I",103,629,793,0.18,"I_629_793"
"I",103,639,529,0.007,"I_529_639"
"I",103,641,775,0.009,"I_641_775"
"I",103,642,616,0.007,"I_616_642"
"I",103,645,525,0.004,"I_525_645"
"I",103,652,753,0.001,"I_652_753"
"I",103,655,592,0.806,"I_592_655"
"I",103,657,507,0.001,"I_507_657"
"I",103,666,660,0.124,"I_660_666"
"I",103,671,673,0.056,"I_671_673"
"I",103,672,572,0.007,"I_572_672"
"I",103,674,518,0.066,"I_518_674"
"I",103,675,515,0.117,"I_515_675"
"I",103,680,621,0.002,"I_621_680"
"I",103,682,752,0.003,"I_682_752"
"I",103,685,508,0.001,"I_508_685"
"I",103,699,824,0.302,"I_699_824"
"I",103,702,768,0.006,"I_702_768"
"I",103,703,811,0.023,"I_703_811"
"I",103,704,782,0.02,"I_704_782"
"I",103,712,813,0.002,"I_712_813"
"I",103,715,729,0.02,"I_715_729"
"I",103,717,764,0.256,"I_717_764"
"I",103,719,503,0.004,"I_503_719"
"I",103,721,794,0.02,"I_721_794"
"I",103,722,521,0.038,"I_521_722"
"I",103,723,570,0.017,"I_570_723"
"I",103,725,841,0.014,"I_725_841"
"I",103,727,822,0.099,"I_727_822"
"I",103,728,561,0.003,"I_561_728"
"I",103,730,758,0.01,"I_730_758"
"I",103,736,558,0.001,"I_558_736"
"I",103,737,527,0.81,"I_527_737"
"I",103,738,625,0.055,"I_625_738"
"I",103,742,802,0.039,"I_742_802"
"I",103,743,596,0.064,"I_596_743"
"I",103,745,544,0.002,"I_544_745"
"I",103,749,678,0.082,"I_678_749"
"I",103,755,732,0.017,"I_732_755"
"I",103,756,650,0.001,"I_650_756"
"I",103,757,538,0.002,"I_538_757"
"I",103,761,705,0.001,"I_705_761"
"I",103,769,827,0.328,"I_769_827"
"I",103,779,741,0.146,"I_741_779"
"I",103,780,546,0.137,"I_546_780"
"I",103,783,539,0.185,"I_539_783"
"I",103,786,668,0.016,"I_668_786"
"I",103,789,603,0.058,"I_603_789"
"I",103,792,797,0.001,"I_792_797"
"I",103,796,637,0.085,"I_637_796"
"I",103,801,788,0.004,"I_788_801"
"I",103,803,787,0.002,"I_787_803"
"I",103,805,583,0.078,"I_583_805"
"I",103,808,807,0.001,"I_807_808"
"I",103,809,784,0.005,"I_784_809"
"I",103,816,635,0.001,"I_635_816"
"I",103,818,512,0.013,"I_512_818"
"I",103,819,765,0.001,"I_765_819"
"I",103,820,751,0.001,"I_751_820"
"I",103,821,557,0.105,"I_557_821"
"I",103,825,799,0.003,"I_799_825"
"I",103,826,677,0.004,"I_677_826"
