id,team,year,seed,win,loss,final round,coach
97,Illinois,1951,NA,3,1,National Semifinals (3rd rd),Harry Combes
97,Illinois,1952,NA,3,1,National Semifinals (3rd rd),Harry Combes
97,Illinois,1963,NA,1,1,Elite Eight (3rd rd),Harry Combes
97,Illinois,1981,4,1,1,Sweet Sixteen (3rd rd),Lou Henson
97,Illinois,1983,7,0,1,Round of 64 (1st rd),Lou Henson
97,Illinois,1984,2,2,1,Elite Eight (4th rd),Lou Henson
97,Illinois,1985,3,2,1,Sweet Sixteen (3rd rd),Lou Henson
97,Illinois,1986,4,1,1,Round of 32 (2nd rd),Lou Henson
97,Illinois,1987,3,0,1,Round of 64 (1st rd),Lou Henson
97,Illinois,1988,3,1,1,Round of 32 (2nd rd),Lou Henson
97,Illinois,1989,1,4,1,National Semifinals (5th rd),Lou Henson
97,Illinois,1990,5,0,1,Round of 64 (1st rd),Lou Henson
97,Illinois,1993,6,1,1,Round of 32 (2nd rd),Lou Henson
97,Illinois,1994,8,0,1,Round of 64 (1st rd),Lou Henson
97,Illinois,1995,11,0,1,Round of 64 (1st rd),Lou Henson
97,Illinois,1997,6,1,1,Round of 32 (2nd rd),Lon Kruger
97,Illinois,1998,5,1,1,Round of 32 (2nd rd),Lon Kruger
97,Illinois,2000,4,1,1,Round of 32 (2nd rd),Lon Kruger
97,Illinois,2001,1,3,1,Elite Eight (4th rd),Bill Self
97,Illinois,2002,4,2,1,Sweet Sixteen (3rd rd),Bill Self
97,Illinois,2003,4,1,1,Round of 32 (2nd rd),Bill Self
97,Illinois,2004,5,2,1,Sweet Sixteen (3rd rd),Bruce Weber
97,Illinois,2005,1,5,1,National Championship (6th rd),Bruce Weber
97,Illinois,2006,4,1,1,Round of 32 (2nd rd),Bruce Weber
97,Illinois,2007,12,0,1,Round of 64 (1st rd),Bruce Weber
97,Illinois,2009,5,0,1,Round of 64 (1st rd),Bruce Weber
98,Illinois State,1983,6,0,1,Round of 64 (1st rd),Bob Donewald
98,Illinois State,1984,8,1,1,Round of 32 (2nd rd),Bob Donewald
98,Illinois State,1985,9,1,1,Round of 32 (2nd rd),Bob Donewald
98,Illinois State,1990,14,0,1,Round of 64 (1st rd),Bob Bender
98,Illinois State,1997,11,0,1,Round of 64 (1st rd),Kevin Stallings
98,Illinois State,1998,9,1,1,Round of 32 (2nd rd),Kevin Stallings
99,Illinois+AC0-Chicago,1998,9,0,1,Round of 64 (1st rd),Jimmy Collins
99,Illinois+AC0-Chicago,2002,15,0,1,Round of 64 (1st rd),Jimmy Collins
99,Illinois+AC0-Chicago,2004,13,0,1,Round of 64 (1st rd),Jimmy Collins
100,Indiana,1940,NA,3,0,National Championship (3rd rd),Branch McCracken
100,Indiana,1953,NA,4,0,National Championship (5th rd),Branch McCracken
100,Indiana,1954,NA,1,1,Sweet Sixteen (2nd rd),Branch McCracken
100,Indiana,1958,NA,1,1,Sweet Sixteen (2nd rd),Branch McCracken
100,Indiana,1967,NA,1,1,Sweet Sixteen (2nd rd),Lou Watson
100,Indiana,1973,NA,3,1,National Semifinals (4th rd),Bob Knight
100,Indiana,1975,NA,2,1,Elite Eight (3rd rd),Bob Knight
100,Indiana,1976,NA,5,0,National Championship (5th rd),Bob Knight
100,Indiana,1978,NA,1,1,Sweet Sixteen (2nd rd),Bob Knight
100,Indiana,1980,2,1,1,Sweet Sixteen (3rd rd),Bob Knight
100,Indiana,1981,3,5,0,National Championship (6th rd),Bob Knight
100,Indiana,1982,5,1,1,Round of 32 (2nd rd),Bob Knight
100,Indiana,1983,2,1,1,Sweet Sixteen (3rd rd),Bob Knight
100,Indiana,1984,4,2,1,Elite Eight (4th rd),Bob Knight
100,Indiana,1986,3,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,1987,1,6,0,National Championship (6th rd),Bob Knight
100,Indiana,1988,4,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,1989,2,2,1,Sweet Sixteen (3rd rd),Bob Knight
100,Indiana,1990,8,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,1991,2,2,1,Sweet Sixteen (3rd rd),Bob Knight
100,Indiana,1992,2,4,1,National Semifinals (5th rd),Bob Knight
100,Indiana,1993,1,3,1,Elite Eight (4th rd),Bob Knight
100,Indiana,1994,5,2,1,Sweet Sixteen (3rd rd),Bob Knight
100,Indiana,1995,9,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,1996,6,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,1997,8,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,1998,7,1,1,Round of 32 (2nd rd),Bob Knight
100,Indiana,1999,6,1,1,Round of 32 (2nd rd),Bob Knight
100,Indiana,2000,6,0,1,Round of 64 (1st rd),Bob Knight
100,Indiana,2001,4,0,1,Round of 64 (1st rd),Mike Davis
100,Indiana,2002,5,5,1,National Championship (6th rd),Mike Davis
100,Indiana,2003,7,1,1,Round of 32 (2nd rd),Mike Davis
100,Indiana,2006,6,1,1,Round of 32 (2nd rd),Mike Davis
100,Indiana,2007,7,1,1,Round of 32 (2nd rd),Kelvin Sampson
100,Indiana,2008,8,0,1,Round of 64 (1st rd),Dan Dakich
101,Indiana State,1979,1,4,1,National Championship (6th rd),Bill Hodges
101,Indiana State,2000,12,0,1,Round of 64 (1st rd),Royce Waltman
101,Indiana State,2001,13,1,1,Round of 32 (2nd rd),Royce Waltman
102,Iona,1979,8,0,1,Round of 64 (1st rd),Jim Valvano
102,Iona,1980,6,1,1,Round of 32 (2nd rd),Jim Valvano
102,Iona,1984,10,0,1,Round of 64 (1st rd),Pat Kennedy
102,Iona,1985,13,0,1,Round of 64 (1st rd),Pat Kennedy
102,Iona,1998,12,0,1,Round of 64 (1st rd),Tim Welsh
102,Iona,2000,14,0,1,Round of 64 (1st rd),Jeff Ruland
102,Iona,2001,14,0,1,Round of 64 (1st rd),Jeff Ruland
102,Iona,2006,13,0,1,Round of 64 (1st rd),Jeff Ruland
103,Iowa,1955,NA,2,2,National Semifinals (4th rd),Bucky O'Connor
103,Iowa,1956,NA,3,1,National Championship (5th rd),Bucky O'Connor
103,Iowa,1970,NA,1,1,Sweet Sixteen (2nd rd),Ralph Miller
103,Iowa,1979,4,0,1,Round of 32 (2nd rd),Luther Olson
103,Iowa,1980,5,4,2,National Semifinals (5th rd),Luther Olson
103,Iowa,1981,3,0,1,Round of 32 (2nd rd),Luther Olson
103,Iowa,1982,6,1,1,Round of 32 (2nd rd),Luther Olson
103,Iowa,1983,7,2,1,Sweet Sixteen (3rd rd),Luther Olson
103,Iowa,1985,8,0,1,Round of 64 (1st rd),George Raveling
103,Iowa,1986,11,0,1,Round of 64 (1st rd),George Raveling
103,Iowa,1987,2,3,1,Elite Eight (4th rd),Tom Davis
103,Iowa,1988,5,2,1,Sweet Sixteen (3rd rd),Tom Davis
103,Iowa,1989,4,1,1,Round of 32 (2nd rd),Tom Davis
103,Iowa,1991,7,1,1,Round of 32 (2nd rd),Tom Davis
103,Iowa,1992,9,1,1,Round of 32 (2nd rd),Tom Davis
103,Iowa,1993,4,1,1,Round of 32 (2nd rd),Tom Davis
103,Iowa,1996,6,1,1,Round of 32 (2nd rd),Tom Davis
103,Iowa,1997,8,1,1,Round of 32 (2nd rd),Tom Davis
103,Iowa,1999,5,2,1,Sweet Sixteen (3rd rd),Tom Davis
103,Iowa,2001,7,1,1,Round of 32 (2nd rd),Steve Alford
103,Iowa,2005,10,0,1,Round of 64 (1st rd),Steve Alford
103,Iowa,2006,3,0,1,Round of 64 (1st rd),Steve Alford
104,Iowa State,1944,NA,1,1,National Semifinals (2nd rd),Louis Menze
104,Iowa State,1985,13,0,1,Round of 64 (1st rd),Johnny Orr
104,Iowa State,1986,7,2,1,Sweet Sixteen (3rd rd),Johnny Orr
104,Iowa State,1988,12,0,1,Round of 64 (1st rd),Johnny Orr
104,Iowa State,1989,10,0,1,Round of 64 (1st rd),Johnny Orr
104,Iowa State,1992,10,1,1,Round of 32 (2nd rd),Johnny Orr
104,Iowa State,1993,8,0,1,Round of 64 (1st rd),Johnny Orr
104,Iowa State,1995,7,1,1,Round of 32 (2nd rd),Tim Floyd
104,Iowa State,1996,5,1,1,Round of 32 (2nd rd),Tim Floyd
104,Iowa State,1997,6,2,1,Sweet Sixteen (3rd rd),Tim Floyd
104,Iowa State,2000,2,3,1,Elite Eight (4th rd),Larry Eustachy
104,Iowa State,2001,2,0,1,Round of 64 (1st rd),Larry Eustachy
104,Iowa State,2005,9,1,1,Round of 32 (2nd rd),Wayne Morgan
105,IUPUI,2003,16,0,1,Round of 64 (1st rd),Ron Hunter
106,Jackson State,1997,16,0,1,Round of 64 (1st rd),Andy Stoglin
106,Jackson State,2000,16,0,1,Round of 64 (1st rd),Andy Stoglin
106,Jackson State,2007,16,0,1,Round of 64 (1st rd),Tevester Anderson
107,Jacksonville,1970,NA,4,1,National Championship (5th rd),Joe Williams
107,Jacksonville,1971,NA,0,1,Round of 32 (1st rd),Tom Wasdin
107,Jacksonville,1973,NA,0,1,Round of 32 (1st rd),Tom Wasdin
107,Jacksonville,1979,9,0,1,Round of 64 (1st rd),Tates Locke
107,Jacksonville,1986,8,0,1,Round of 64 (1st rd),Bob Wenzel
108,James Madison,1981,10,1,1,Round of 32 (2nd rd),Lou Campanelli
108,James Madison,1982,9,1,1,Round of 32 (2nd rd),Lou Campanelli
108,James Madison,1983,10,1,1,Round of 32 (2nd rd),Lou Campanelli
108,James Madison,1994,14,0,1,Round of 64 (1st rd),Lefty Driesell
109,Kansas,1940,NA,2,1,National Championship (3rd rd),Phog Allen
109,Kansas,1942,NA,1,1,Elite Eight (1st rd),Phog Allen
109,Kansas,1952,NA,4,0,National Championship (4th rd),Phog Allen
109,Kansas,1953,NA,3,1,National Championship (5th rd),Phog Allen
109,Kansas,1957,NA,3,1,National Championship (5th rd),Dick Harp
109,Kansas,1960,NA,1,1,Elite Eight (3rd rd),Dick Harp
109,Kansas,1966,NA,1,1,Elite Eight (3rd rd),Ted Owens
109,Kansas,1967,NA,1,1,Sweet Sixteen (2nd rd),Ted Owens
109,Kansas,1971,NA,2,2,National Semifinals (4th rd),Ted Owens
109,Kansas,1974,NA,2,2,National Semifinals (4th rd),Ted Owens
109,Kansas,1975,NA,0,1,Round of 32 (1st rd),Ted Owens
109,Kansas,1978,NA,0,1,Round of 32 (1st rd),Ted Owens
109,Kansas,1981,7,2,1,Sweet Sixteen (3rd rd),Ted Owens
109,Kansas,1984,5,1,1,Round of 32 (2nd rd),Larry Brown
109,Kansas,1985,3,1,1,Round of 32 (2nd rd),Larry Brown
109,Kansas,1986,1,4,1,National Semifinals (5th rd),Larry Brown
109,Kansas,1987,5,2,1,Sweet Sixteen (3rd rd),Larry Brown
109,Kansas,1988,6,6,0,National Championship (6th rd),Larry Brown
109,Kansas,1990,2,1,1,Round of 32 (2nd rd),Roy Williams
109,Kansas,1991,3,5,1,National Championship (6th rd),Roy Williams
109,Kansas,1992,1,1,1,Round of 32 (2nd rd),Roy Williams
109,Kansas,1993,2,4,1,National Semifinals (5th rd),Roy Williams
109,Kansas,1994,4,2,1,Sweet Sixteen (3rd rd),Roy Williams
109,Kansas,1995,1,2,1,Sweet Sixteen (3rd rd),Roy Williams
109,Kansas,1996,2,3,1,Elite Eight (4th rd),Roy Williams
109,Kansas,1997,1,2,1,Sweet Sixteen (3rd rd),Roy Williams
109,Kansas,1998,1,1,1,Round of 32 (2nd rd),Roy Williams
109,Kansas,1999,6,1,1,Round of 32 (2nd rd),Roy Williams
109,Kansas,2000,8,1,1,Round of 32 (2nd rd),Roy Williams
109,Kansas,2001,4,2,1,Sweet Sixteen (3rd rd),Roy Williams
109,Kansas,2002,1,4,1,National Semifinals (5th rd),Roy Williams
109,Kansas,2003,2,5,1,National Championship (6th rd),Roy Williams
109,Kansas,2004,4,3,1,Elite Eight (4th rd),Bill Self
109,Kansas,2005,3,0,1,Round of 64 (1st rd),Bill Self
109,Kansas,2006,4,0,1,Round of 64 (1st rd),Bill Self
109,Kansas,2007,1,3,1,Elite Eight (4th rd),Bill Self
109,Kansas,2008,1,6,0,National Championship (6th rd),Bill Self
109,Kansas,2009,3,2,1,Sweet Sixteen (3rd rd),Bill Self
109,Kansas,2010,1,1,1,Round of 32 (2nd rd),Bill Self
110,Kansas State,1948,NA,1,2,National Semifinals (2nd rd),Jack Gardner
110,Kansas State,1951,NA,3,1,National Championship (4th rd),Jack Gardner
110,Kansas State,1956,NA,1,1,Sweet Sixteen (2nd rd),Tex Winter
110,Kansas State,1958,NA,2,2,National Semifinals (4th rd),Tex Winter
110,Kansas State,1959,NA,1,1,Elite Eight (3rd rd),Tex Winter
110,Kansas State,1961,NA,1,1,Elite Eight (3rd rd),Tex Winter
110,Kansas State,1964,NA,2,2,National Semifinals (4th rd),Tex Winter
110,Kansas State,1968,NA,0,2,Sweet Sixteen (2nd rd),Tex Winter
110,Kansas State,1970,NA,1,1,Sweet Sixteen (2nd rd),Cotton Fitzsimmons
110,Kansas State,1972,NA,1,1,Elite Eight (3rd rd),Jack Hartman
110,Kansas State,1973,NA,1,1,Elite Eight (3rd rd),Jack Hartman
110,Kansas State,1975,NA,2,1,Elite Eight (3rd rd),Jack Hartman
110,Kansas State,1977,NA,1,1,Sweet Sixteen (2nd rd),Jack Hartman
110,Kansas State,1980,7,1,1,Round of 32 (2nd rd),Jack Hartman
110,Kansas State,1981,8,3,1,Elite Eight (4th rd),Jack Hartman
110,Kansas State,1982,5,2,1,Sweet Sixteen (3rd rd),Jack Hartman
110,Kansas State,1987,9,1,1,Round of 32 (2nd rd),Lon Kruger
110,Kansas State,1988,4,3,1,Elite Eight (4th rd),Lon Kruger
110,Kansas State,1989,6,0,1,Round of 64 (1st rd),Lon Kruger
110,Kansas State,1990,11,0,1,Round of 64 (1st rd),Lon Kruger
110,Kansas State,1993,6,0,1,Round of 64 (1st rd),Dana Altman
110,Kansas State,1996,10,0,1,Round of 64 (1st rd),Tom Asbury
110,Kansas State,2008,11,1,1,Round of 32 (2nd rd),Frank Martin
110,Kansas State,2010,2,3,1,Elite Eight (4th rd),Frank Martin
111,Kent State,1999,11,0,1,Round of 64 (1st rd),Gary Waters
111,Kent State,2001,13,1,1,Round of 32 (2nd rd),Gary Waters
111,Kent State,2002,10,3,1,Elite Eight (4th rd),Stan Heath
111,Kent State,2006,12,0,1,Round of 64 (1st rd),Jim Christian
111,Kent State,2008,9,0,1,Round of 64 (1st rd),Jim Christian
112,Kentucky,1942,NA,1,1,National Semifinals (2nd rd),Adolph Rupp
112,Kentucky,1945,NA,1,1,Elite Eight (1st rd),Adolph Rupp
112,Kentucky,1948,NA,3,0,National Championship (3rd rd),Adolph Rupp
112,Kentucky,1949,NA,3,0,National Championship (3rd rd),Adolph Rupp
112,Kentucky,1951,NA,4,0,National Championship (4th rd),Adolph Rupp
112,Kentucky,1952,NA,1,1,Elite Eight (2nd rd),Adolph Rupp
112,Kentucky,1955,NA,1,1,Sweet Sixteen (2nd rd),Adolph Rupp
112,Kentucky,1956,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1957,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1958,NA,4,0,National Championship (5th rd),Adolph Rupp
112,Kentucky,1959,NA,1,1,Sweet Sixteen (2nd rd),Adolph Rupp
112,Kentucky,1961,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1962,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1964,NA,0,2,Sweet Sixteen (2nd rd),Adolph Rupp
112,Kentucky,1966,NA,3,1,National Championship (5th rd),Adolph Rupp
112,Kentucky,1968,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1969,NA,1,1,Sweet Sixteen (2nd rd),Adolph Rupp
112,Kentucky,1970,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1971,NA,0,2,Sweet Sixteen (2nd rd),Adolph Rupp
112,Kentucky,1972,NA,1,1,Elite Eight (3rd rd),Adolph Rupp
112,Kentucky,1973,NA,1,1,Elite Eight (3rd rd),Joe Hall
112,Kentucky,1975,NA,4,1,National Championship (5th rd),Joe Hall
112,Kentucky,1977,NA,2,1,Elite Eight (3rd rd),Joe Hall
112,Kentucky,1978,NA,5,0,National Championship (5th rd),Joe Hall
112,Kentucky,1980,1,1,1,Sweet Sixteen (3rd rd),Joe Hall
112,Kentucky,1981,2,0,1,Round of 32 (2nd rd),Joe Hall
112,Kentucky,1982,6,0,1,Round of 64 (1st rd),Joe Hall
112,Kentucky,1983,3,2,1,Elite Eight (4th rd),Joe Hall
112,Kentucky,1984,1,3,1,National Semifinals (5th rd),Joe Hall
112,Kentucky,1985,12,2,1,Sweet Sixteen (3rd rd),Joe Hall
112,Kentucky,1986,1,3,1,Elite Eight (4th rd),Eddie Sutton
112,Kentucky,1987,8,0,1,Round of 64 (1st rd),Eddie Sutton
112,Kentucky,1988,2,2,1,Sweet Sixteen (3rd rd),Eddie Sutton
112,Kentucky,1992,2,3,1,Elite Eight (4th rd),Rick Pitino
112,Kentucky,1993,1,4,1,National Semifinals (5th rd),Rick Pitino
112,Kentucky,1994,3,1,1,Round of 32 (2nd rd),Rick Pitino
112,Kentucky,1995,1,3,1,Elite Eight (4th rd),Rick Pitino
112,Kentucky,1996,1,6,0,National Championship (6th rd),Rick Pitino
112,Kentucky,1997,1,5,1,National Championship (6th rd),Rick Pitino
112,Kentucky,1998,2,6,0,National Championship (6th rd),Tubby Smith
112,Kentucky,1999,3,3,1,Elite Eight (4th rd),Tubby Smith
112,Kentucky,2000,5,1,1,Round of 32 (2nd rd),Tubby Smith
112,Kentucky,2001,2,2,1,Sweet Sixteen (3rd rd),Tubby Smith
112,Kentucky,2002,4,2,1,Sweet Sixteen (3rd rd),Tubby Smith
112,Kentucky,2003,1,3,1,Elite Eight (4th rd),Tubby Smith
112,Kentucky,2004,1,1,1,Round of 32 (2nd rd),Tubby Smith
112,Kentucky,2005,2,3,1,Elite Eight (4th rd),Tubby Smith
112,Kentucky,2006,8,1,1,Round of 32 (2nd rd),Tubby Smith
112,Kentucky,2007,8,1,1,Round of 32 (2nd rd),Tubby Smith
112,Kentucky,2008,11,0,1,Round of 64 (1st rd),Billy Gillespie
112,Kentucky,2010,1,3,1,Elite Eight (4th rd),John Calipari
113,La Salle,1954,NA,5,0,National Championship (5th rd),Ken Loeffler
113,La Salle,1955,NA,4,1,National Championship (5th rd),Ken Loeffler
113,La Salle,1968,NA,0,1,Round of 32 (1st rd),Jim Harding
113,La Salle,1975,NA,0,1,Round of 32 (1st rd),Paul Westhead
113,La Salle,1978,NA,0,1,Round of 32 (1st rd),Paul Westhead
113,La Salle,1980,11,0,1,Round of 64 (1st rd),Lefty Ervin
113,La Salle,1983,12,1,1,Preliminary Round (7th rd),Lefty Ervin
113,La Salle,1988,13,0,1,Round of 64 (1st rd),Speedy Morris
113,La Salle,1989,8,0,1,Round of 64 (1st rd),Speedy Morris
113,La Salle,1990,4,1,1,Round of 32 (2nd rd),Speedy Morris
113,La Salle,1992,13,0,1,Round of 64 (1st rd),Speedy Morris
114,Lafayette,1957,NA,0,2,Sweet Sixteen (2nd rd),George Davidson
114,Lafayette,1999,15,0,1,Round of 64 (1st rd),Fran O'Hanlon
114,Lafayette,2000,15,0,1,Round of 64 (1st rd),Fran O'Hanlon
115,Lamar,1979,10,1,1,Round of 32 (2nd rd),Billy Tubbs
115,Lamar,1980,10,2,1,Sweet Sixteen (3rd rd),Billy Tubbs
115,Lamar,1981,8,1,1,Round of 32 (2nd rd),Pat Foster
115,Lamar,1983,11,1,1,Round of 32 (2nd rd),Pat Foster
115,Lamar,2000,16,0,1,Round of 64 (1st rd),Mike Deane
116,Lebanon Valley,1953,NA,1,2,Sweet Sixteen (2nd rd),Rinso Marquette
117,Lehigh,1985,16,0,1,Round of 64 (1st rd),Tom Schneider
117,Lehigh,1988,16,0,1,Round of 64 (1st rd),Fran McCaffery
117,Lehigh,2004,16,0,1,Preliminary Round (0th rd),Billy Taylor
117,Lehigh,2010,16,0,1,Round of 64 (1st rd),Brett Reed
118,Liberty,1994,16,0,1,Round of 64 (1st rd),Jeff Meyer
118,Liberty,2004,16,0,1,Round of 64 (1st rd),Randy Dunton
119,Long Beach State,1970,NA,1,2,Sweet Sixteen (2nd rd),Jerry Tarkanian
119,Long Beach State,1971,NA,2,1,Elite Eight (3rd rd),Jerry Tarkanian
119,Long Beach State,1972,NA,2,1,Elite Eight (3rd rd),Jerry Tarkanian
119,Long Beach State,1973,NA,2,1,Sweet Sixteen (2nd rd),Jerry Tarkanian
119,Long Beach State,1977,NA,0,1,Round of 32 (1st rd),Dwight Jones
119,Long Beach State,1993,11,0,1,Round of 64 (1st rd),Seth Greenberg
119,Long Beach State,1995,13,0,1,Round of 64 (1st rd),Seth Greenberg
119,Long Beach State,2007,12,0,1,Round of 64 (1st rd),Larry Reynolds
120,Long Island+AC0-Brooklyn,1981,12,0,1,Round of 64 (1st rd),Paul Lizzo
120,Long Island+AC0-Brooklyn,1984,11,0,1,Preliminary Round (7th rd),Paul Lizzo
120,Long Island+AC0-Brooklyn,1997,13,0,1,Round of 64 (1st rd),Ray Haskins
121,Louisiana State,1953,NA,2,2,National Semifinals (4th rd),Harry Rabenhorst
121,Louisiana State,1954,NA,0,2,Sweet Sixteen (2nd rd),Harry Rabenhorst
121,Louisiana State,1979,3,1,1,Sweet Sixteen (3rd rd),Dale Brown
121,Louisiana State,1980,1,2,1,Elite Eight (4th rd),Dale Brown
121,Louisiana State,1981,1,3,2,National Semifinals (5th rd),Dale Brown
121,Louisiana State,1984,7,0,1,Round of 64 (1st rd),Dale Brown
121,Louisiana State,1985,4,0,1,Round of 64 (1st rd),Dale Brown
121,Louisiana State,1986,11,4,1,National Semifinals (5th rd),Dale Brown
121,Louisiana State,1987,10,3,1,Elite Eight (4th rd),Dale Brown
121,Louisiana State,1988,9,0,1,Round of 64 (1st rd),Dale Brown
121,Louisiana State,1989,10,0,1,Round of 64 (1st rd),Dale Brown
121,Louisiana State,1990,5,1,1,Round of 32 (2nd rd),Dale Brown
121,Louisiana State,1991,6,0,1,Round of 64 (1st rd),Dale Brown
121,Louisiana State,1992,7,1,1,Round of 32 (2nd rd),Dale Brown
121,Louisiana State,1993,11,0,1,Round of 64 (1st rd),Dale Brown
121,Louisiana State,2000,4,2,1,Sweet Sixteen (3rd rd),John Brady
121,Louisiana State,2003,8,0,1,Round of 64 (1st rd),John Brady
121,Louisiana State,2005,6,0,1,Round of 64 (1st rd),John Brady
121,Louisiana State,2006,4,4,1,National Semifinals (5th rd),John Brady
121,Louisiana State,2009,8,1,1,Round of 32 (2nd rd),Trent Johnson
122,Louisiana Tech,1984,10,1,1,Round of 32 (2nd rd),Andy Russo
122,Louisiana Tech,1985,5,2,1,Sweet Sixteen (3rd rd),Andy Russo
122,Louisiana Tech,1987,14,0,1,Round of 64 (1st rd),Tommy Joe Eagles
122,Louisiana Tech,1989,9,1,1,Round of 32 (2nd rd),Tommy Joe Eagles
122,Louisiana Tech,1991,12,0,1,Round of 64 (1st rd),Jerry Loyd
123,Louisiana+AC0-Lafayette,1972,NA,2,1,Sweet Sixteen (2nd rd),Beryl Shipley
123,Louisiana+AC0-Lafayette,1973,NA,1,2,Sweet Sixteen (2nd rd),Beryl Shipley
123,Louisiana+AC0-Lafayette,1982,8,0,1,Round of 64 (1st rd),Bobby Paschal
123,Louisiana+AC0-Lafayette,1983,8,0,1,Round of 64 (1st rd),Bobby Paschal
123,Louisiana+AC0-Lafayette,1992,13,1,1,Round of 32 (2nd rd),Marty Fletcher
123,Louisiana+AC0-Lafayette,1994,11,0,1,Round of 64 (1st rd),Marty Fletcher
123,Louisiana+AC0-Lafayette,2000,13,0,1,Round of 64 (1st rd),Jessie Evans
123,Louisiana+AC0-Lafayette,2004,14,0,1,Round of 64 (1st rd),Jessie Evans
123,Louisiana+AC0-Lafayette,2005,13,0,1,Round of 64 (1st rd),Robert Lee
124,Louisiana+AC0-Monroe,1982,11,0,1,Round of 64 (1st rd),Mike Vining
124,Louisiana+AC0-Monroe,1986,13,0,1,Round of 64 (1st rd),Mike Vining
124,Louisiana+AC0-Monroe,1990,15,0,1,Round of 64 (1st rd),Mike Vining
124,Louisiana+AC0-Monroe,1991,15,0,1,Round of 64 (1st rd),Mike Vining
124,Louisiana+AC0-Monroe,1992,15,0,1,Round of 64 (1st rd),Mike Vining
124,Louisiana+AC0-Monroe,1993,13,0,1,Round of 64 (1st rd),Mike Vining
124,Louisiana+AC0-Monroe,1996,15,0,1,Round of 64 (1st rd),Mike Vining
125,Louisville,1951,NA,0,1,Sweet Sixteen (1st rd),Peck Hickman
125,Louisville,1959,NA,3,2,National Semifinals (4th rd),Peck Hickman
125,Louisville,1961,NA,2,1,Sweet Sixteen (2nd rd),Peck Hickman
125,Louisville,1964,NA,0,1,Round of 32 (1st rd),Peck Hickman
125,Louisville,1967,NA,0,2,Sweet Sixteen (2nd rd),Peck Hickman
125,Louisville,1968,NA,1,1,Sweet Sixteen (2nd rd),John Dromo
125,Louisville,1972,NA,2,2,National Semifinals (4th rd),Denny Crum
125,Louisville,1974,NA,0,2,Sweet Sixteen (2nd rd),Denny Crum
125,Louisville,1975,NA,4,1,National Semifinals (4th rd),Denny Crum
125,Louisville,1977,NA,0,1,Round of 32 (1st rd),Denny Crum
125,Louisville,1978,NA,1,1,Sweet Sixteen (2nd rd),Denny Crum
125,Louisville,1979,3,1,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1980,2,5,0,National Championship (6th rd),Denny Crum
125,Louisville,1981,4,0,1,Round of 32 (2nd rd),Denny Crum
125,Louisville,1982,3,3,1,National Semifinals (5th rd),Denny Crum
125,Louisville,1983,1,3,1,National Semifinals (5th rd),Denny Crum
125,Louisville,1984,5,2,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1986,2,6,0,National Championship (6th rd),Denny Crum
125,Louisville,1988,5,2,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1989,4,2,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1990,4,1,1,Round of 32 (2nd rd),Denny Crum
125,Louisville,1992,8,1,1,Round of 32 (2nd rd),Denny Crum
125,Louisville,1993,4,2,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1994,3,2,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1995,11,0,1,Round of 64 (1st rd),Denny Crum
125,Louisville,1996,6,2,1,Sweet Sixteen (3rd rd),Denny Crum
125,Louisville,1997,6,3,1,Elite Eight (4th rd),Denny Crum
125,Louisville,1999,7,0,1,Round of 64 (1st rd),Denny Crum
125,Louisville,2000,7,0,1,Round of 64 (1st rd),Denny Crum
125,Louisville,2003,4,1,1,Round of 32 (2nd rd),Rick Pitino
125,Louisville,2004,10,0,1,Round of 64 (1st rd),Rick Pitino
125,Louisville,2005,4,4,1,National Semifinals (5th rd),Rick Pitino
125,Louisville,2007,6,1,1,Round of 32 (2nd rd),Rick Pitino
125,Louisville,2008,3,3,1,Elite Eight (4th rd),Rick Pitino
125,Louisville,2009,1,3,1,Elite Eight (4th rd),Rick Pitino
125,Louisville,2010,9,0,1,Round of 64 (1st rd),Rick Pitino
126,Loyola Marymount,1961,NA,1,1,Sweet Sixteen (2nd rd),William Donovan
126,Loyola Marymount,1980,12,0,1,Round of 64 (1st rd),Ron Jacobs
126,Loyola Marymount,1988,10,1,1,Round of 32 (2nd rd),Paul Westhead
126,Loyola Marymount,1989,12,0,1,Round of 64 (1st rd),Paul Westhead
126,Loyola Marymount,1990,11,3,1,Elite Eight (4th rd),Paul Westhead
